Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Czech Republic,CZE,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.9,26.9,26,25.3,24.6,24.1,23.7,23.3,23,22.9,22.7,22.7,22.7,22.8,22.9,22.9,22.9,22.8,22.7,22.7,22.8,23,23.3,23.7,24.3,24.9,25.7
Czech Republic,CZE,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.69999980926514,..,..,..,..,..,..,..,..,..,4.40000009536743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09999990463257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.69999980926514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4019.5,4091.7,4179.6,4192.7,4132.7,3968.1,4346.6,3906,4508.6,4326.5,3941.6,5446.2,4743.3,4161.2,4525.1,5364.8,5075.7,4697.7,5594.7,4531.4,5311.6,6222.4,..,..
Czech Republic,CZE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,14,13,12,11,10,9,9,7,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,..
Czech Republic,CZE,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,CZE,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,CZE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,CZE,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,80.50746,80.87333,81.23921,81.24371,81.24821,81.25271,81.25722,81.26172,81.29014,81.31856,81.34698,81.3754,81.40382,81.58722,81.77062,81.95403,82.13743,82.32083,82.33351,82.34618,82.35885,82.37152,82.38419,82.60759,82.83099,83.05439,83.27778,83.50118,83.76058,84.01998,84.27937,84.53877,84.79817,85.20537,85.61258,86.01979,86.42699,86.8342,87.09371,87.35321,87.61272,87.87223,88.13174,88.37299,88.61424,88.85549,89.09674,89.33799,89.57173,89.80547,90.03922,90.27296,90.5067,90.62677,90.74684,90.8669,..
Czech Republic,CZE,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,66.63684,66.82743,67.01802,66.74942,66.48083,66.21223,65.94364,65.67505,65.60673,65.53841,65.47009,65.40177,65.33345,65.4386,65.54374,65.64888,65.75402,65.85916,65.66346,65.46776,65.27206,65.07635,64.88065,65.02817,65.17569,65.32321,65.47073,65.61826,66.04137,66.46448,66.88759,67.3107,67.73381,68.52286,69.31191,70.10096,70.89001,71.67906,72.28116,72.88326,73.48536,74.08746,74.68956,75.20631,75.72307,76.23983,76.75659,77.27335,77.83171,78.39008,78.94844,79.5068,80.06517,80.38808,80.711,81.03392,..
Czech Republic,CZE,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.6939823,6.4112513,6.40105384,6.41802925,6.34893158,6.31376242,6.42218784,6.79738309,7.13181689,6.90346859,6.93394326,6.69370303,6.522339,6.81889577,7.84539515,7.4318989,7.50106056,7.54794135,7.48649513,7.41091154,..,..
Czech Republic,CZE,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.93,8.954,8.55,..,..,..,..,..,8.326,..,..
Ethiopia,ETH,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.4,..,..,..,55.4,..,..,..,..,36.3,..,..,..,..,..,33.5,..,..,..,..,..,..
Ethiopia,ETH,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.5,..,..,..,45.4,..,..,..,..,39.3,..,..,..,..,..,30.4,..,..,..,..,..,..
Ethiopia,ETH,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.2,..,..,..,36.9,..,..,..,..,35.1,..,..,..,..,..,25.7,..,..,..,..,..,..
Ethiopia,ETH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.8,75.2,72.5,73.4,71.4,69,65.7,63,60.6,57.9,54.8,51.9,49.9,47.8,45.9,43.8,42.4,41.1,39.5,37.6,36,34.9,33.9,33.1,32,..
Ethiopia,ETH,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.3,45.9,44.5,43,41.6,40.1,38.7,37.3,35.9,34.5,33.1,31.9,30.7,29.6,28.5,27.4,26.2,25.1,24,23.1,22.3,21.9,21.7,21.8,22.1,22.7,23.4
Ethiopia,ETH,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,5.09999990463257,..,..,..,..,..,1.79999995231628,..,..,2.59999990463257,..,..
Ethiopia,ETH,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89999997615814,..,..,..,..,4.5,..,..,..,..,..,2,..,..,3.20000004768372,..,..
Ethiopia,ETH,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,5.69999980926514,..,..,..,..,..,1.70000004768372,..,..,2.09999990463257,..,..
Ethiopia,ETH,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,714.6,702.3,704,723.5,732.3,741,744.4,724.3,761.6,770.5,784.5,803.5,827.3,812.1,853.1,1063.7,1035.5,897.3,1123.7,1260.7,1190.7,1165,1335.8,1169.8,880.6,965.6,1152.9,1214.1,1172.2,1238.1,1307.5,1155.8,1313,974.5,1033.5,1213.6,1263.9,1140.9,1124.6,1116.3,1198,1353.7,1123.3,1162.6,1361.4,1563.3,1439,1446.3,1682.5,1832.8,1961.6,2046.8,2193.1,2325.4,..,..
Ethiopia,ETH,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1250,1230,1210,1180,1130,1080,1040,998,959,927,897,871,846,814,780,743,698,654,608,566,523,482,447,410,378,353,..
Ethiopia,ETH,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6681779673418,85.8232949672811,81.9784119672204,78.1335289671597,74.288645967099,70.4437629670383,66.5988799669776,62.7539969669169,58.9091139668562,55.0642309667955,51.2193479667349,47.3744649666742,43.5295819666135,39.6846989665528,35.8398159664921,31.9949329664314,..
Ethiopia,ETH,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.8206247023531,21.7779474696022,20.7352702368517,19.6925930041007,18.6499157713502,17.6072385385992,16.5645613058487,15.5218840730977,14.4792068403467,13.4365296075962,12.3938523748452,11.3511751420947,10.3084979093437,9.26582067659319,8.22314344384222,7.18046621109124,..
Ethiopia,ETH,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.8148486160824,76.2632459463025,72.7196738004232,69.1862216712154,65.6624172375501,62.1484286317734,58.6439236430447,55.142069652949,51.5737363002695,48.024986666955,44.4951603851755,40.985734516285,37.4966331018133,34.0298294924493,30.5849155188823,27.1630599998316,..
Ethiopia,ETH,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,31.35982,32.29361,33.22739,33.78925,34.3511,34.91296,35.47482,36.03668,36.41263,36.78859,37.16454,37.54049,37.91644,38.12402,38.33159,38.53917,38.74675,38.95432,38.72928,38.50423,38.27919,38.05414,37.8291,38.56437,39.29964,40.03492,40.77019,41.50547,41.97091,42.43636,42.90181,43.36725,43.8327,44.2313,44.62991,45.02851,45.42712,45.82572,46.34875,46.87177,47.3948,47.91782,48.44085,50.35735,52.27385,54.19036,56.10686,58.02336,59.74309,61.46282,63.18255,64.90228,66.62201,67.37364,68.12528,68.87692,..
Ethiopia,ETH,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,26.09936,26.92402,27.74868,28.28664,28.8246,29.36256,29.90052,30.43848,30.81718,31.19588,31.57457,31.95327,32.33197,32.5371,32.74222,32.94735,33.15247,33.3576,33.16357,32.96953,32.7755,32.58147,32.38743,33.08723,33.78702,34.48682,35.18661,35.88641,36.28322,36.68003,37.07684,37.47365,37.87046,38.32911,38.78776,39.24641,39.70506,40.16371,40.84097,41.51823,42.19549,42.87275,43.55001,45.30846,47.0669,48.82535,50.5838,52.34225,53.84741,55.35258,56.85775,58.36292,59.86808,60.55167,61.23525,61.91884,..
Ethiopia,ETH,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.95660882,2.9185687,3.200776,3.73468837,3.95586855,4.36421528,4.26258377,4.72945755,4.63536942,4.23459837,4.20170809,4.46674967,4.69032041,4.28069284,4.40929621,6.86140983,6.54770287,5.76934846,5.19220468,4.88431325,..,..
Ethiopia,ETH,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.215,0.209,0.246,0.227,0.224,0.202,0.252,0.236,..,..,..,..,..,..
Finland,FIN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,..,..
Finland,FIN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9,19.3,17.8,16.5,15.5,14.6,13.9,13.3,12.8,12.5,12.2,12,11.9,11.9,11.9,12,12,12.1,12.2,12.3,12.5,12.7,13.1,13.6,14.2,15,15.9
Finland,FIN,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,1883.4,1363.6,1799.2,1581.3,2007.9,1780.6,1990.7,2082.1,2286.3,2396.6,2568,2460.5,2241,2183.3,2625.4,2951.8,2431.4,2446.7,2636.8,2823.4,2072.9,2922.3,3180.1,3059.2,2904.3,2941.4,1920,2326.8,3190.2,3543.1,3347.7,2845.8,3606.5,3587.2,3409,3438,3410.1,2402.8,2541.2,3498.7,3164.4,3295,3178,3210.6,3422.9,3288.7,3654.7,3542.3,3760.4,3135.5,3516.2,3533.6,3689.5,3692.1,..,..
Finland,FIN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,..
Finland,FIN,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,FIN,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,FIN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,FIN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.32885,79.72481,80.12077,80.4531,80.78544,81.11777,81.4501,81.78244,82.2324,82.68236,83.13232,83.58229,84.03225,84.47637,84.92049,85.36462,85.80874,86.25286,86.59609,86.93931,87.28254,87.62576,87.96899,88.04592,88.12285,88.19979,88.27672,88.35366,88.54303,88.7324,88.92178,89.11115,89.30052,89.49822,89.69592,89.89362,90.09132,90.28902,90.37901,90.46901,90.559,90.64899,90.73899,90.83533,90.93168,91.02803,91.12437,91.22072,91.39657,91.57243,91.74829,91.92414,92.1,92.40807,92.71614,93.02422,..
Finland,FIN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,60.62642,60.72186,60.81731,60.88693,60.95655,61.02617,61.0958,61.16542,61.50032,61.83522,62.17012,62.50502,62.83993,63.52354,64.20715,64.89076,65.57437,66.25798,67.05676,67.85555,68.65434,69.45313,70.25192,70.57387,70.89581,71.21776,71.53971,71.86166,72.48937,73.11707,73.74478,74.37248,75.00019,75.57869,76.15719,76.73569,77.31419,77.89269,78.30229,78.71188,79.12148,79.53108,79.94067,80.14308,80.34548,80.54788,80.75029,80.95269,81.50318,82.05368,82.60417,83.15466,83.70516,83.95507,84.20499,84.4549,..
Finland,FIN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.84986061,8.03312617,7.71484885,7.35005359,7.37327066,7.21904777,7.42501005,7.80782855,8.15119542,8.20952406,8.42946509,8.38132513,8.09335361,8.35417138,9.20360107,9.0454216,9.01149493,9.29823712,9.54669008,9.67990894,..,..
Finland,FIN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.075,..,..,..,8.92,15.52,..,..,..,..,14.513,..,..,..,..
Iraq,IRQ,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.185387961635,..,..,..,..,..,26.3644655457086,..,..,..,..
Iraq,IRQ,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.3442475907214,..,..,..,..,..,20.0695620376967,..,..,..,..
Iraq,IRQ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.1,..,..,..,..,..,2.5,..,..,..,..
Iraq,IRQ,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,30.6,..,..,..,..
Iraq,IRQ,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.7,..,..,..,..,..,14.8,..,..,..,..
Iraq,IRQ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.9,13.5,15.3,19.6,21,22.6,24.3,25.6,25.7,24.6,23.5,23.3,23.9,24.6,25.1,26,26.5,26.6,25.9,25.2,24.5,24,23.6,23.2,22.8,..
Iraq,IRQ,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1,46.1,45,43.9,42.9,42,41,40.1,39.2,38.3,37.5,36.8,36.3,35.8,35.3,34.6,33.8,32.8,31.8,30.9,30.1,29.5,29,28.7,28.6,28.7,29.1
Iraq,IRQ,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,15,..,..,..,..,11.8000001907349,..,..,..,..,..
Iraq,IRQ,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.40000009536743,..,..,..,..,..,14.3000001907349,..,..,..,..,11.1000003814697,..,..,..,..,..
Iraq,IRQ,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.69999980926514,..,..,..,..,..,15.6000003814697,..,..,..,..,12.5,..,..,..,..,..
Iraq,IRQ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,905.8,951.4,787.8,747.8,808.9,780.2,830,1196.1,1142.8,1012.2,1078,1443.1,941.7,893,679.4,974.3,962.3,772.7,767.6,825.9,902.2,876.9,734.9,1015.9,985.1,821.2,891.7,1052.2,920.9,1061,799.6,755,706.1,792.5,801.2,899.7,799.9,864.8,590,363.2,692.7,1306.4,1209.8,1191.6,948.1,1329.2,1264.8,1403.5,1774.5,1697.1,1798.5,2318.9,2251.4,2099.3,..,..
Iraq,IRQ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107,101,98,98,92,87,81,75,70,66,63,61,59,57,55,54,52,52,52,52,51,51,51,50,50,50,..
Iraq,IRQ,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3214285714289,15,13.6785714285716,12.3571428571431,11.0357142857147,9.71428571428578,8.39285714285734,7.0714285714289,5.75,4.42857142857156,3.10714285714312,1.78571428571468,0.464285714285779,0,0,0,..
